城市id	城市名称	城市名称英文	市级名称	市级名称英文	省级名称	省级名称英文	国家名称	国家名称英文	经度	纬度	cityType
4124	Prague	Prague			布拉格	Prague	Česká republika	Czech Republic	14.4378005	50.0755381	0
4123	Rijeka	Rijeka			滨海和山区县	Primorsko-Goranska	Republika Hrvatska	Croatia	14.442176	45.3270631	0
4122	Zagreb	Zagreb			萨格勒布	Grad Zagreb	Republika Hrvatska	Croatia	15.9778949	45.8130293	0
4121	Luxembourg	Luxembourg			卢森堡区	Luxembourg	Lëtzebuerg	Luxembourg	6.129583	49.815273	0
4120	Bucharest	Bucharest			布加勒斯特	Bucuresti	România	Romania	26.1038889	44.4325	0
4119	Monte-Carlo	Monte-Carlo			芳特维耶	Fontvieille	Principatu de Múnegu	Monaco	7.4272222	43.7397222	0
4118	Belgrade	Belgrade			贝尔格莱德	Grad Beograd	Република Србија	Serbia	20.4622222	44.8205556	0
4117	Oslo	Oslo			奥斯陆	Oslo	Kongeriket Norge	Norway	10.7522454	59.9138688	0
4116	Lisbon	Lisbon			里斯本区	Lisboa	República Portuguesa	Portugal	-9.1393366	38.7222524	0
4115	Stockholm	Stockholm			斯德哥尔摩	Stockholm	Konungariket Sverige	Sweden	18.06491	59.32893	0
4114	Goteborg	Goteborg			西约塔兰省	Vastra Gotaland	Konungariket Sverige	Sweden	11.97456	57.70887	0
4113	Zurich	Zurich			苏黎世州	Zurich	Schweizerische Eidgenossenschaft	Switzerland	8.5391825	47.3686498	0
4112	Geneva	Geneva			日内瓦州	Geneve	Schweizerische Eidgenossenschaft	Switzerland	6.1422961	46.1983922	0
4111	Bern	Bern			伯恩州	Bern	Schweizerische Eidgenossenschaft	Switzerland	7.4446085	46.9479222	0
4110	Bratislava	Bratislava			布拉迪斯拉发	Bratislava	Slovenská republika	Slovakia	17.1071373	48.1458923	0
4109	Barcelona	Barcelona			加泰罗尼亚	Catalonia	Reino de España	Spain	2.1734035	41.3850639	0
4108	Madrid	Madrid			马德里	Madrid	Reino de España	Spain	-3.7037902	40.4167754	0
4107	Athens	Athens			阿提卡	Attica	Ελληνική Δημοκρατία	Greece	23.7293097	37.9837155	0
4106	Budapest	Budapest			布达佩斯	Budapest	Magyarország	Hungary	19.040235	47.497912	0
4105	Rome	Rome			拉齐奥	Lazio	Repubblica Italiana	Italy	12.4825199	41.8929163	0
4104	Milan	Milan			伦巴第	Lombardy	Repubblica Italiana	Italy	9.186516	45.4654542	0
4103	Vatican	Vatican			拉齐奥	Lazio	Repubblica Italiana	Italy	12.453389	41.902916	0
4102	Venice	Venice			威尼托	Veneto	Repubblica Italiana	Italy	12.3155151	45.4408474	0
4101	Pisa	Pisa			托斯卡纳	Tuscany	Repubblica Italiana	Italy	10.4016888	43.7228386	0
4100	Florence	Florence			托斯卡纳	Tuscany	Repubblica Italiana	Italy	11.2480006	43.7710332	0
4099	Torino	Torino			皮埃蒙特	Piedmont	Repubblica Italiana	Italy	7.685676	45.070982	0
4098	London	London			大伦敦	Greater London	United Kingdom	United Kingdom	-0.1198244	51.5112139	0
4097	Manchester	Manchester			大曼彻斯特郡	Greater Manchester	United Kingdom	United Kingdom	-2.2484851	53.479324	0
4096	Liverpool	Liverpool			默西赛德郡	Merseyside	United Kingdom	United Kingdom	-2.9915726	53.4083714	0
4095	Glasgow	Glasgow			格拉斯哥市	Glasgow City	United Kingdom	United Kingdom	-4.251806	55.864237	0
4094	Edinburgh	Edinburgh			爱丁堡市	City of Edinburgh	United Kingdom	United Kingdom	-3.188267	55.953252	0
4093	Leeds	Leeds			西约克郡	West Yorkshire	United Kingdom	United Kingdom	-1.548567	53.801279	0
4092	Belfast	Belfast			贝尔法斯特区	Belfast	United Kingdom	United Kingdom	-5.93012	54.597285	0
4091	Bristol	Bristol			布里斯托尔	City of Bristol	United Kingdom	United Kingdom	-2.58791	51.454513	0
4090	Southampton	Southampton			汉普郡	Hampshire	United Kingdom	United Kingdom	-1.313436	50.92605538	0
4089	Birmingham	Birmingham			西米德兰兹郡	West Midlands	United Kingdom	United Kingdom	-1.890401	52.486243	0
4088	Algiers	Algiers			阿尔及尔省	Alger	الجزائر	Algeria	3.042048	36.752887	0
4087	Cairo	Cairo			开罗省	Al Qahirah	جمهورية مصر العربية	Egypt	31.2357116	30.0444196	0
4086	Alexander	Alexander			亚历山大省	Al Iskandariyah	جمهورية مصر العربية	Egypt	29.9187387	31.20272649	0
4085	Luanda	Luanda			罗安达省	Luanda	República de Angola	Angola	13.2344444	-8.8383333	0
4084	Bujumbura	Bujumbura			布琼布拉市政厅	Bujumbura-Mairie	République du Burundi	Burundi	29.359349	-3.376217	0
4083	Bata	Bata			滨海省	Litoral	República de Guinea Ecuatorial	Equatorial Guinea	9.76572	1.862531	0
4082	Brazzaville	Brazzaville			普尔省	Pool	République du Congo	Republic of the Congo	15.2833333	-4.2666667	0
4081	Libreville	Libreville			河口省	Estuaire	République Gabonaise	Gabon	9.453644	0.390841	0
4080	Accra	Accra			大阿克拉地区	Greater Accra	Republic of Ghana	Ghana	-0.196306	5.5557169	0
4079	Bulawayo	Bulawayo			布拉瓦约	Bulawayo	Republic of Zimbabwe	Zimbabwe	28.58116	-20.17219	0
4078	Buea	Buea			西南区	Sud-Ouest	République du Cameroun	Cameroon	9.231388	4.155169	0
4077	Moroni	Moroni			大科摩罗岛	Grande Comore	Union des Comores	Comoros	43.252927	-11.7012319	0
4076	Mombasa	Mombasa			滨海省	Coast	Jamhuri ya Kenya	Kenya	39.6682065	-4.0434771	0
4075	Nairobi	Nairobi			内罗毕国家公园	Nairobi	Jamhuri ya Kenya	Kenya	36.8219462	-1.2920659	0
4074	Monrovia	Monrovia			蒙特塞拉多县	Montserrado	Republic of Liberia	Liberia	-10.79716	6.300774	0
4073	Kigali	Kigali			基加利	Kigali	Repubulika y'u Rwanda	Rwanda	30.058769	-1.950106	0
4072	Rabat	Rabat			拉巴特-萨累-宰穆尔-扎埃尔大区	Rabat-Salé-Zemmour-Zaer	المملكة المغربية	Morocco	-6.83272	34.015049	0
4071	Maputo	Maputo			马普托	Cidade De Maputo	República de Moçambique	Mozambique	32.5833333	-25.9666667	0
4070	Windhoek	Windhoek			霍马斯区	Khomas	The Republic of Namibia	Namibia	17.082481	-22.5589039	0
4069	Johannesburg	Johannesburg			豪登省	Gauteng	Republiek van Suid-Afrika	South Africa	28.0473051	-26.2041028	0
4068	Cape Town	Cape Town			西开普省	Western Cape	Republiek van Suid-Afrika	South Africa	18.4240553	-33.9248685	0
4067	Durban	Durban			夸祖鲁-纳塔尔省	Kwazulu-Natal	Republiek van Suid-Afrika	South Africa	31.027581	-29.857876	0
4066	Niamey	Niamey			尼亚美	Niamey	République du Niger	Niger	2.112516	13.512668	0
4065	Abuja	Abuja			尼日利亚首都直辖区	Abuja Capital Territory	Federal Republic of Nigeria	Nigeria	7.4833333	9.0666667	0
4064	Freetown	Freetown			西部区	Western Area	Sierra Leone	Sierra Leone	-13.22867	8.484146	0
4063	Dakar	Dakar			达喀尔区	Dakar	La République du Sénégal	Senegal	-17.3660286	14.7645042	0
4062	Mogadishu	Mogadishu			巴纳迪尔州	Banaadir	Soomaaliya	Somalia	45.35	2.0333333	0
4061	Dar es Salaam	Dar es Salaam			达累斯萨拉姆区	Dar Es Salaam	Jamhuri ya Muungano wa Tanzania	Tanzania	39.269661	-6.822921	0
4060	Tunisia	Tunisia			加贝斯省	Qabis	الجمهورية التونسية	Tunisia	9.537499	33.886917	0
4059	Kampala	Kampala			坎帕拉区	Kampala	Jamhuri ya Uganda	Uganda	32.5811111	0.3136111	0
4058	Lusaka	Lusaka			卢萨卡省	Lusaka	Republic of Zambia	Zambia	28.287167	-15.408193	0
4057	Bangui	Bangui			班基	Bangui	République centrafricaine	Central African Republic	18.555975	4.361698	0
4272	Natal	Natal			北里约格朗德	Rio Grande Do Norte	República Federativa do Brasil	Brazil	-35.20000076	-5.76999998	0
4273	Salvador	Salvador			巴伊亚	Bahia	República Federativa do Brasil	Brazil	-38.52000046	-13.02000046	0
4274	Cuiaba	Cuiaba			马托格罗索州	Mato Grosso	República Federativa do Brasil	Brazil	-56.11999893	-15.55000019	0
4275	Belo Horizonte	Belo Horizonte			米纳斯吉拉斯	Minas Gerais	República Federativa do Brasil	Brazil	-43.97000122	-19.63999939	0
4276	Fortaleza	Fortaleza			塞阿腊	Ceará	República Federativa do Brasil	Brazil	-38.59999847	-3.76999998	0
4277	Manaus	Manaus			马拉尼昂州	Maranhão	República Federativa do Brasil	Brazil	-60.02000046	-3.13000011	0
4278	Recife	Recife			伯南布哥	Pernambuco	República Federativa do Brasil	Brazil	-34.84999847	-8.06999969	0
4279	Curitiba	Curitiba			巴拉那州	Paraná	República Federativa do Brasil	Brazil	-49.16999817	-25.52000046	0
227869	Leikanger	Leikanger	Sogn og Fjordane		松恩-菲尤拉讷郡	Sogn Og Fjordane	Kongeriket Norge	Norway	6.778734642	61.23213491	0
227776	Stavanger	Stavanger	Rogaland		罗加兰郡	Rogaland	Kongeriket Norge	Norway	5.730761495	58.97311162	0
227619	Narvik	Narvik	Nordland		诺尔兰郡	Nordland	Kongeriket Norge	Norway	17.67291341	68.32177967	0
227420	Bergen	Bergen	Hordaland		霍达兰郡	Hordaland	Kongeriket Norge	Norway	5.368386604	60.35972877	0
226730	راولپنڈی	Rawalpindi	پنجاب		伊斯兰堡首都区	Islamabad	اسلامی جمہوریہ پاکستان	Pakistan	73.19708068	33.46643971	0
226702	لاہور	Lahore	پنجاب		旁遮普省	Punjab	اسلامی جمہوریہ پاکستان	Pakistan	74.3542906	31.4634081	0
226458	Sinuiju	Sinuiju	신의주특별행정구 (Sinŭiju T’ŭkbyŭl Haengjŏnggu)		平安北道	Pyonganbuk-do	조선민주주의인민공화국	North Korea	124.4004405	40.09824253	0
226453	개성	Kaesong	개성공업지구 (Kaesŏng Kong-ŏp Chigu)		黄海北道	Hwanghaebuk-do	조선민주주의인민공화국	North Korea	126.5494458	37.9373279	0
226430	청진	Chongjin	함경북도 (Hamgyŏng-pukto)		咸镜北道	Hamgyongbuk-do	조선민주주의인민공화국	North Korea	129.8189628	42.01433475	0
226394	희천	Huichon	자강도		慈江道	Chagang-do	조선민주주의인민공화국	North Korea	126.1907826	40.15109653	0
223934	Kazan'	Kazan	Приволжский федеральный округ		鞑靼斯坦共和国	Tatarstan	Российская Федерация	Russia	49.12440765	55.80657688	0
220955	Vladivostok	Vladivostok	Дальневосточный федеральный округ		滨海边疆区	Primorsk	Российская Федерация	Russia	131.9210902	43.1232768	0
219046	Vladimirskaya	Vladimir	Южный федеральный округ		克拉斯诺达尔边疆区	Krasnodar	Российская Федерация	Russia	40.8038307	44.53610506	0
213070	Yekaterinburg	Yekaterinburg	Уральский федеральный округ		斯维尔德洛夫斯克州	Sverdlovsk	Российская Федерация	Russia	60.6190414	56.8284619	0
209426	St. Petersburg	St. Petersburg	Северо-Западный федеральный округ		圣彼得堡	Saint Petersburg	Российская Федерация	Russia	30.37552109	59.90678966	0
208054	Puerto Princesa	Puerto Princesa	Mimaropa		巴拉望	Palawan	Republika ng Pilipinas	Philippines	118.7322902	9.739009433	0
207958	Cebu	Cebu	Central Visayas		宿务	Cebu	Republika ng Pilipinas	Philippines	123.8445392	10.58421314	0
207887	Tagbilaran City	Tagbilaran	Central Visayas		薄荷岛	Bohol	Republika ng Pilipinas	Philippines	123.8688976	9.664287644	0
207658	Olongapo City	Olongapo	Central Luzon		山巴利斯	Zambales	Republika ng Pilipinas	Philippines	120.342613	14.88629141	0
207551	Angeles	Angeles	Central Luzon		班巴加	Pampanga	Republika ng Pilipinas	Philippines	120.5831266	15.14256615	0
207457	Pasig	Pasig	Manila		马尼拉	Metropolitan Manila	Republika ng Pilipinas	Philippines	121.0854478	14.57837972	0
206736	Kalibo	Kalibo	Western Visayas		阿克兰	Aklan	Republika ng Pilipinas	Philippines	122.428402	11.76847958	0
206057	Laoag City	Laoag	Ilocos Region		北伊洛克斯	Ilocos Norte	Republika ng Pilipinas	Philippines	120.5800898	18.19624879	0
205590	대구광역시	Daegu	대구광역시	Daegu	大邱广域市	Daegu	대한민국	South Korea	128.565159	35.82968996	0
205465	대전광역시	Daejeon	대전광역시	Daejeon	大田广域市	Daejeon	대한민국	South Korea	127.3941101	36.33998579	0
204813	Siem Reap	Siem Reap	Siem Reap	Siem Reap	暹粒省	Siem Reab	ព្រះរាជាណាចក្រកម្ពុជា	Cambodia	104.0200757	13.51055901	0
204659	Sihanoukville	Sihanouk	Sihanoukville	Sihanouk	西哈努克市	Preah Sihanouk	ព្រះរាជាណាចក្រកម្ពុជា	Cambodia	103.4205855	10.60869806	0
204382	Ivalo	Ivalo	Pohjois-Suomi		拉普兰区	Lapland	Suomi	Finland	27.57780397	68.65805933	0
204372	Rovaniemi	Rovaniemi	Pohjois-Suomi		拉普兰区	Lapland	Suomi	Finland	25.839281	66.63846421	0
204350	Muonio	Muonio	Pohjois-Suomi		拉普兰区	Lapland	Suomi	Finland	23.80423739	67.85571315	0
204246	Tampere	Tampere	Länsi-Suomi		皮尔卡区	Pirkanmaa	Suomi	Finland	23.88250521	61.62953117	0
204203	Kuopio	Kuopio	Itä-Suomi		北萨沃尼亚区	Northern Savonia	Suomi	Finland	27.77026816	62.94316846	0
204164	Joensuu	Joensuu	Itä-Suomi		北卡累利阿区	North Karelia	Suomi	Finland	30.32704098	62.61305081	0
204114	Kajaani	Kajaani	Pohjois-Suomen aluehallintovirasto		凯努区	Kainuu	Suomi	Finland	27.43374224	64.13517358	0
204109	Kuusamo	Kuusamo	Pohjois-Suomen aluehallintovirasto		北博滕区	Northern Ostrobothnia	Suomi	Finland	29.27464529	65.97147191	0
203970	Lappeenranta	Lappeenranta	Etelä-Suomi		南卡累利阿区	South Karelia	Suomi	Finland	28.26102209	60.98009067	0
203948	Lahti	Lahti	Etelä-Suomi		派亚特海梅区	Paijanne Tavastia	Suomi	Finland	25.68324617	60.97804554	0
203881	Semporna	Semporna	Sabah	Sabah	沙巴	Sabah	Semenanjung Malaysia	Malaysia	118.6037555	4.47438	0
203867	Sabah	Sabah	Sabah	Sabah	沙巴	Sabah	Semenanjung Malaysia	Malaysia	117.2112901	5.506627716	0
203711	Taunggyi	Taunggyi	Shan		掸邦	Shan	ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်	Myanmar	96.90655349	20.77534203	0
203660	Yangon	Yangon	Yangon		仰光省	Yangon	ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်	Myanmar	96.195132	16.8660694	0
203499	Mandalay	Mandalay	Mandalay		曼德勒省	Mandalay	ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်	Myanmar	96.00095276	21.20421517	0
203371	भक्तपुर	Bhaktapur	Madhyamanchal		巴格马蒂专区	Bagmati	संघीय लोकतान्त्रिक गणतन्त्रात्मक नेपाल	Nepal	85.4416505	27.67511505	0
203370	काठमाडौं	Kathmandu	Madhyamanchal		巴格马蒂专区	Bagmati	संघीय लोकतान्त्रिक गणतन्त्रात्मक नेपाल	Nepal	85.34855405	27.72531277	0
203368	ललितपुर	Lalitpur	Madhyamanchal		巴格马蒂专区	Bagmati	संघीय लोकतान्त्रिक गणतन्त्रात्मक नेपाल	Nepal	85.34385333	27.53482565	0
202625	Nagoya	Nagoya	愛知	Aichi	爱知县	Aichi	日本国	Japan	136.9048244	35.14463013	0
202133	千葉県		千葉県		千叶县	Chiba	日本国	Japan	140.2267048	35.34302852	0
201812	京都	Kyoto	京都	Kyoto	京都府	Kyoto	日本国	Japan	135.4424679	35.25500926	0
201230	福岡	Fukuoka	福岡	Fukuoka	福冈县	Fukuoka	日本国	Japan	130.6660246	33.52692748	0
201005	札幌市 中央区	Sapporo-Shi Chuo-Ku	北海道		北海道	Hokkaido	日本国	Japan	141.3020797	43.03840888	0
200949	Sapporo-Shi	Sapporo	北海道		北海道	Hokkaido	日本国	Japan	141.3638763	43.0836612	0
200797	北海道		北海道		北海道	Hokkaido	日本国	Japan	142.2428378	43.35601832	0
200178	奈良	Nara	奈良	Nara	奈良县	Nara	日本国	Japan	135.8687354	34.3192653	0
200139	沖縄	Okinawa	沖縄	Okinawa	冲绳县	Okinawa	日本国	Japan	126.6687175	25.77227067	0
200121	ගාල්ල	Galle	දකුණු	Southern	南部省	Southern	ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය	Sri Lanka	80.2541835	6.21957259	0
200116	මහනුවර	Kandy	මධ්‍යම	Central	中央省	Central	ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය	Sri Lanka	80.71102419	7.270364529	0
200077	අනුරාධපුරය	Anuradhapura	උතුරු මැද	North Central	北中省	North Central	ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය	Sri Lanka	80.5137146	8.389090176	0
200005	เมืองกระบี่	Mueang Krabi	จังหวัดกระบี่		甲米府	Krabi	ประเทศไทย	Thailand	98.86909454	8.142341162	0
199383	หัวหิน	Hua Hin	จังหวัดประจวบคีรีขันธ์		班武里府	Prachuap Khiri Khan	ประเทศไทย	Thailand	99.7186849	12.52064627	0
198869	เมืองเชียงใหม่	Mueang Chiang Mai	จังหวัดเชียงใหม่		清迈	Chiang Mai	ประเทศไทย	Thailand	98.97034254	18.79355226	0
198834	จังหวัดภูเก็ต		จังหวัดภูเก็ต		普吉府	Phuket	ประเทศไทย	Thailand	98.34464925	7.974044791	0
198628	Çanakkale	Canakkale	Marmara Bölgesi		恰纳卡莱	Canakkale	Türkiye Cumhuriyeti	Turkey	26.60811098	40.05509755	0
198616	Edirne	Edirne	Marmara Bölgesi		埃迪尔内	Edirne	Türkiye Cumhuriyeti	Turkey	26.55565056	41.16164879	0
198575	Bursa	Bursa	Marmara Bölgesi		布尔萨	Bursa	Türkiye Cumhuriyeti	Turkey	28.96506898	40.17765577	0
198538	Balıkesir	Balikesir	Marmara Bölgesi		巴利开息尔	Balikesir	Türkiye Cumhuriyeti	Turkey	27.80188924	39.79836023	0
198434	Tekirdağ	Tekirdag	Marmara Bölgesi		泰基尔达	Tekirdag	Türkiye Cumhuriyeti	Turkey	27.44852509	41.01622331	0
198336	Hopa	Hopa	Karadeniz Bölgesi		阿尔特温	Artvin	Türkiye Cumhuriyeti	Turkey	41.49110825	41.41443266	0
198304	Kastamonu	Kastamonu	Karadeniz Bölgesi		卡斯塔莫努	Kastamonu	Türkiye Cumhuriyeti	Turkey	33.65605348	41.59450879	0
198302	Safranbolu	Safranbolu	Karadeniz Bölgesi		卡拉布克	Karabük	Türkiye Cumhuriyeti	Turkey	32.78292185	41.31632875	0
198279	Bolu	Bolu	Karadeniz Bölgesi		博卢	Bolu	Türkiye Cumhuriyeti	Turkey	31.61731476	40.59759219	0
198261	Gümüşhane	Gümüşhane	Karadeniz Bölgesi		居米什哈内	Gumushane	Türkiye Cumhuriyeti	Turkey	39.38267889	40.33430662	0
198241	Tokat	Tokat	Karadeniz Bölgesi		托卡特	Tokat	Türkiye Cumhuriyeti	Turkey	36.56283544	40.36916413	0
198221	Trabzon	Trabzon	Karadeniz Bölgesi		特拉布宗	Trabzon	Türkiye Cumhuriyeti	Turkey	39.77812994	40.9049027	0
198175	Sinop	Sinop	Karadeniz Bölgesi		未知	unknow	Türkiye Cumhuriyeti	Turkey	34.91565632	41.78749886	0
198150	Giresun	Giresun	Karadeniz Bölgesi		基雷逊	Giresun	Türkiye Cumhuriyeti	Turkey	38.58776492	40.69685915	0
198052	Diyarbakır	Diyarbakir	Güneydoğu Anadolu Bölgesi		迪亚巴克尔	Diyarbakir	Türkiye Cumhuriyeti	Turkey	40.3561898	38.10212437	0
198010	Şanlıurfa	Sanliurfa	Güneydoğu Anadolu Bölgesi		尚利乌尔法	Sanliurfa	Türkiye Cumhuriyeti	Turkey	39.09936527	37.24522381	0
198001	Siirt	Siirt	Güneydoğu Anadolu Bölgesi		锡尔特	Siirt	Türkiye Cumhuriyeti	Turkey	42.12118442	37.91123043	0
197895	Alanya	Alanya	Akdeniz Bölgesi		安塔利亚	Antalya	Türkiye Cumhuriyeti	Turkey	32.18198247	36.57590952	0
197893	Finike	Finike	Akdeniz Bölgesi		安塔利亚	Antalya	Türkiye Cumhuriyeti	Turkey	30.0721335	36.41899253	0
197886	Antalya	Antalya	Akdeniz Bölgesi		安塔利亚	Antalya	Türkiye Cumhuriyeti	Turkey	30.92171387	36.80349819	0
197840	Adana	Adana	Akdeniz Bölgesi		阿达纳	Adana	Türkiye Cumhuriyeti	Turkey	35.56131866	37.2626436	0
197822	Isparta	Isparta	Akdeniz Bölgesi		伊斯帕尔塔	Isparta	Türkiye Cumhuriyeti	Turkey	30.93998974	37.92884939	0
197805	Niğde	Niğde	İç Anadolu Bölgesi		尼代	Nigde	Türkiye Cumhuriyeti	Turkey	34.67343062	37.90107945	0
197670	Yozgat	Yozgat	İç Anadolu Bölgesi		约兹加特	Yozgat	Türkiye Cumhuriyeti	Turkey	35.23319882	39.65862782	0
197297	Kayseri	Kayseri	İç Anadolu Bölgesi		开塞利	Kayseri	Türkiye Cumhuriyeti	Turkey	35.81524114	38.59034454	0
197230	Konya	Konya	İç Anadolu Bölgesi		科尼亚	Konya	Türkiye Cumhuriyeti	Turkey	32.59274581	38.03616626	0
197219	Kırşehir	Kirsehir	İç Anadolu Bölgesi		克尔谢希尔	Kirsehir	Türkiye Cumhuriyeti	Turkey	34.1184803	39.31276079	0
197166	Eskişehir	Eskişehir	İç Anadolu Bölgesi		埃斯基谢希尔	Eskisehir	Türkiye Cumhuriyeti	Turkey	31.07674432	39.60050922	0
197145	Bingöl	Bingol	Doğu Anadolu Bölgesi		宾格尔	Bingol	Türkiye Cumhuriyeti	Turkey	40.654643	39.04087408	0
197116	Erzincan	Erzincan	Doğu Anadolu Bölgesi		埃尔津赞	Erzincan	Türkiye Cumhuriyeti	Turkey	39.29045395	39.66241824	0
197065	Erzurum	Erzurum	Doğu Anadolu Bölgesi		埃尔祖鲁姆	Erzurum	Türkiye Cumhuriyeti	Turkey	41.5455783	40.06284436	0
197026	Kars	Kars	Doğu Anadolu Bölgesi		卡尔斯	Kars	Türkiye Cumhuriyeti	Turkey	43.06319353	40.4531138	0
197013	Elazığ	Elazig	Doğu Anadolu Bölgesi		埃拉齐格	Elazig	Türkiye Cumhuriyeti	Turkey	39.39311871	38.65781856	0
196997	Malatya	Malatya	Doğu Anadolu Bölgesi		马拉蒂亚	Malatya	Türkiye Cumhuriyeti	Turkey	38.12400041	38.51886531	0
196931	İzmir	Izmir	Ege Bölgesi		伊兹密尔	Izmir	Türkiye Cumhuriyeti	Turkey	27.15017736	38.47724222	0
196894	Uşak	Usak	Ege Bölgesi		乌沙克	Usak	Türkiye Cumhuriyeti	Turkey	29.36361624	38.57487724	0
196863	Denizli	Denizli	Ege Bölgesi		代尼兹利	Denizli	Türkiye Cumhuriyeti	Turkey	29.27191996	37.73632022	0
196852	Bodrum	Bodrum	Ege Bölgesi		穆拉	Mugla	Türkiye Cumhuriyeti	Turkey	27.19739221	36.992619	0
196828	Dalaman	Dalaman	Ege Bölgesi		穆拉	Mugla	Türkiye Cumhuriyeti	Turkey	28.94480899	36.83769927	0
196573	Samarkand	Samarkand	Samarqand Viloyati		撒马尔罕州	Samarkand	Ўзбекистон Республикаси	Uzbekistan	66.96249199	39.6606122	0
196210	Leeuwarden	Leeuwarden	Koninkrijk der Nederlanden		弗里斯兰省	Friesland	Nederland	Netherlands	5.82630774	53.15377008	0
196138	Utrecht	Utrecht	Koninkrijk der Nederlanden		乌得勒支省	Utrecht	Nederland	Netherlands	5.17358169	52.09653066	0
195768	The Hague	The Hague	Koninkrijk der Nederlanden		南荷兰省	South Holland	Nederland	Netherlands	4.308696263	52.07068606	0
195680	Maastricht	Maastricht	Koninkrijk der Nederlanden		林堡省	Limburg	Nederland	Netherlands	5.699530373	50.85296815	0
195627	Basra	Basra	البصرة		巴士拉省	Al Basrah	الجمهورية العراقية	Iraq	47.79254186	30.51683198	0
195503	Shiraz	Shiraz	فارس‎		法尔斯省	Fars	جمهوری اسلامی ایران	Iran	52.54879576	29.6027084	0
195438	Tabriz	Tabriz	آذربایجان شرقی		东亚塞拜疆省	East Azerbaijan	جمهوری اسلامی ایران	Iran	46.27465781	38.07112836	0
195428	Mashhad	Mashhad	خراسان رضوی‎		礼萨呼罗珊省	Razavi Khorasan	جمهوری اسلامی ایران	Iran	59.58598784	36.30666294	0
193647	藏南		Arunachal Pradesh		西藏自治区	Tibet	中国	China	94.36836958	28.12178956	0
191654	Yogyakarta	Yogyakarta	Daerah Istimewa Yogyakarta		日惹特区	Yogyakarta	Republik Indonesia	Indonesia	110.4460355	-7.895779224	0
191595	Tanjung Pinang	Tanjung Pinang	Kepulauan Riau		廖内群岛省	Kepulauan Riau	Republik Indonesia	Indonesia	104.4623147	1.050512941	0
191550	Surabaya	Surabaya	Jawa Timur		东爪哇省	Jawa Timur	Republik Indonesia	Indonesia	112.7472682	-7.35722942	0
188527	Denpasar	Denpasar	Bali	Bali	巴厘岛	Bali	Republik Indonesia	Indonesia	115.2204436	-8.663188675	0
188383	Whitehorse	Whitehorse	Yukon		育空	Yukon Territory	Canada	Canada	-135.0742442	60.72797023	0
188377	Prince Albert	Prince Albert	Saskatchewan		萨斯喀彻温省	Saskatchewan	Canada	Canada	-105.7374711	53.19808563	0
188373	Meadow Lake	Meadow Lake	Saskatchewan		萨斯喀彻温省	Saskatchewan	Canada	Canada	-108.4264613	54.13557615	0
188369	Swift Current	Swift Current	Saskatchewan		萨斯喀彻温省	Saskatchewan	Canada	Canada	-107.7926316	50.29116337	0
188332	Estevan	Estevan	Saskatchewan		萨斯喀彻温省	Saskatchewan	Canada	Canada	-102.9993287	49.13990844	0
188329	Saskatoon	Saskatoon	Saskatchewan		萨斯喀彻温省	Saskatchewan	Canada	Canada	-106.6370968	52.13542751	0
188292	Kenora	Kenora	Kenora	Kenora	安大略省	Ontario	Canada	Canada	-89.02021775	52.95149513	0
188248	Cartwright	Cartwright	Manitoba		马尼托巴	Manitoba	Canada	Canada	-99.33867865	49.09431854	0
188243	Thompson	Thompson	Manitoba		马尼托巴	Manitoba	Canada	Canada	-97.8450046	55.7574757	0
188218	Gretna	Gretna	Manitoba		马尼托巴	Manitoba	Canada	Canada	-97.56076495	49.00790834	0
188150	Grand Rapids	Grand Rapids	Manitoba		马尼托巴	Manitoba	Canada	Canada	-99.30825522	53.21613361	0
188138	Wawanesa	Wawa	Manitoba		马尼托巴	Manitoba	Canada	Canada	-99.68192737	49.59289624	0
188130	Melita	Melita	Manitoba		马尼托巴	Manitoba	Canada	Canada	-100.9872108	49.27348466	0
188124	Winnipeg	Winnipeg	Manitoba		马尼托巴	Manitoba	Canada	Canada	-97.15731555	49.86369203	0
188079	Victoria	Victoria	Nova Scotia		新斯科舍省	Nova Scotia	Canada	Canada	-60.64393961	46.44380035	0
188065	Halifax	Halifax	Nova Scotia		新斯科舍省	Nova Scotia	Canada	Canada	-63.14706046	44.86633868	0
188014	Sydney	Sydney	Nova Scotia		新斯科舍省	Nova Scotia	Canada	Canada	-60.18898769	46.15149372	0
187984	Yarmouth	Yarmouth	Nova Scotia		缅因	Maine	Canada	Canada	-65.79912515	43.93564426	0
187886	Red Deer	Red Deer	Alberta		艾伯塔	Alberta	Canada	Canada	-113.7992213	52.26336296	0
187820	St. Stephen	St. Stephen	New Brunswick		新不伦瑞克省	New Brunswick	Canada	Canada	-67.28586148	45.19122412	0
187810	Moncton	Moncton	New Brunswick		新不伦瑞克省	New Brunswick	Canada	Canada	-64.81253321	46.11671605	0
